trigger,i_start,T,SOA,response,subject,order,RT,selection,targ_devs,item,block,options,stim_number,continuum,pair,amb_type
1,97838,97.838,1.136,target,A0166,50,1136.4,k,0,kt_50_2, 10,kt,50,10,tk,place
1,99987,99.987,1.664,target,A0166,52,1663.5,k,1,kg_61_2, 10,kg,61,2,kg,VOT
1,102654,102.654,1.208,target,A0166,54,1207.8,k,0,kp_49_8, 10,kp,49,4,pk,place
1,104871,104.871,1.151,target,A0166,56,1151.1,b,0,bp_37_3, 10,bp,37,9,pb,VOT
1,107037,107.037,1.032,target,A0166,58,1032.4,t,0,pt_57_4, 10,pt,57,4,pt,place
1,109087,109.087,0.805,target,A0166,60,805.5,k,0,pk_49_2, 10,pk,49,2,pk,place
1,110904,110.904,0.681,target,A0166,62,681.7,k,0,tk_30_6, 10,tk,30,6,tk,place
1,112587,112.587,1.017,target,A0166,64,1017.4,g,0,kg_51_7, 10,kg,51,7,kg,VOT
1,114620,114.62,1.175,target,A0166,66,1175.0,p,1,pb_60_2, 10,pb,60,2,pb,VOT
1,116803,116.803,1.431,target,A0166,68,1430.7,p,1,kp_32_11, 10,kp,32,1,pk,place
1,119237,119.237,1.026,target,A0166,70,1026.4,p,1,bp_54_11, 10,bp,54,1,pb,VOT
1,121270,121.27,0.857,target,A0166,72,857.0,k,0,kp_6_2, 10,kp,6,10,pk,place
1,123136,123.136,0.992,target,A0166,74,991.4,p,1,pb_34_4, 10,pb,34,4,pb,VOT
1,125136,125.136,0.789,target,A0166,76,788.4,k,0,kt_15_3, 10,kt,15,9,tk,place
1,126936,126.936,0.785,target,A0166,78,784.4,t,1,dt_12_10, 10,dt,12,2,td,VOT
1,128736,128.736,1.499,target,A0166,80,1498.4,k,1,gk_61_7, 10,gk,61,5,kg,VOT
1,131236,131.236,1.012,target,A0166,82,1012.4,t,1,td_12_4, 10,td,12,4,td,VOT
1,133253,133.253,1.688,target,A0166,84,1688.7,k,0,pk_69_3, 10,pk,69,3,pk,place
1,135953,135.953,0.896,target,A0166,86,896.8,p,1,pb_7_1, 10,pb,7,1,pb,VOT
1,137853,137.853,0.844,target,A0166,88,844.7,k,0,kp_33_5, 10,kp,33,7,pk,place
1,139703,139.703,1.009,target,A0166,90,1009.7,b,0,pb_37_8, 10,pb,37,8,pb,VOT
1,141719,141.719,0.929,target,A0166,92,929.1,g,0,gk_27_2, 10,gk,27,10,kg,VOT
1,143652,143.652,0.907,target,A0166,94,906.8,k,0,tk_26_8, 10,tk,26,8,tk,place
1,145569,145.569,0.871,target,A0166,96,871.0,k,0,pk_48_8, 10,pk,48,8,pk,place
1,147452,147.452,1.117,target,A0166,98,1116.7,g,0,kg_18_7, 10,kg,18,7,kg,VOT
1,149585,149.585,1.053,target,A0166,100,1052.4,g,0,kg_27_8, 10,kg,27,8,kg,VOT
1,151652,151.652,0.769,target,A0166,102,768.8,t,1,tk_14_3, 10,tk,14,3,tk,place
1,153435,153.435,0.864,target,A0166,104,863.5,t,0,pt_44_5, 10,pt,44,5,pt,place
1,155302,155.302,0.738,target,A0166,106,737.7,p,1,tp_68_9, 10,tp,68,3,pt,place
1,157052,157.052,2.138,target,A0166,108,2138.7,t,1,dt_62_7, 10,dt,62,5,td,VOT
1,160202,160.202,0.976,target,A0166,110,976.8,k,0,pk_10_5, 10,pk,10,5,pk,place
1,162185,162.185,0.698,target,A0166,112,698.5,k,0,pk_46_9, 10,pk,46,9,pk,place
1,163885,163.885,0.734,target,A0166,114,734.4,p,1,pt_42_6, 10,pt,42,6,pt,place
1,165635,165.635,0.831,target,A0166,116,831.4,k,0,pk_33_10, 10,pk,33,10,pk,place
1,167468,167.468,0.879,target,A0166,118,879.0,t,1,tk_40_1, 10,tk,40,1,tk,place
1,169351,169.351,1.304,target,A0166,120,1303.7,b,0,bp_35_4, 10,bp,35,8,pb,VOT
1,171668,171.668,0.694,target,A0166,122,694.1,k,0,pk_6_7, 10,pk,6,7,pk,place
1,173368,173.368,0.929,target,A0166,124,929.1,k,0,kp_47_9, 10,kp,47,3,pk,place
1,175301,175.301,0.808,target,A0166,126,807.8,k,0,pk_64_11, 10,pk,64,11,pk,place
1,177118,177.118,1.039,target,A0166,128,1039.1,d,0,td_28_7, 10,td,28,7,td,VOT
1,179168,179.168,0.952,target,A0166,130,952.1,k,0,tk_50_7, 10,tk,50,7,tk,place
1,181134,181.134,0.908,target,A0166,132,908.4,k,0,kp_31_6, 10,kp,31,6,pk,place
1,183051,183.051,2.058,target,A0166,134,2058.8,b,0,pb_53_11, 10,pb,53,11,pb,VOT
1,186117,186.117,1.023,target,A0166,136,1023.1,d,0,dt_3_9, 10,dt,3,3,td,VOT
1,188151,188.151,0.777,target,A0166,138,777.8,k,0,kp_4_3, 10,kp,4,9,pk,place
1,189934,189.934,0.985,target,A0166,140,985.4,t,1,kt_20_6, 10,kt,20,6,tk,place
1,191934,191.934,0.866,target,A0166,142,866.4,k,0,kt_26_3, 10,kt,26,9,tk,place
1,193817,193.817,1.742,target,A0166,144,1742.1,p,1,tp_17_7, 10,tp,17,5,pt,place
1,196567,196.567,0.679,target,A0166,146,679.0,k,0,kp_48_3, 10,kp,48,9,pk,place
1,198250,198.25,0.975,target,A0166,148,974.7,d,0,td_3_3, 10,td,3,3,td,VOT
1,200233,200.233,0.795,target,A0166,150,794.4,t,1,td_21_5, 10,td,21,5,td,VOT
1,202033,202.033,0.8,target,A0166,152,799.3,p,1,tp_42_11, 10,tp,42,1,pt,place
1,203850,203.85,1.026,target,A0166,154,1025.8,p,1,pb_16_2, 10,pb,16,2,pb,VOT
1,205883,205.883,0.8,target,A0166,156,799.5,p,1,tp_52_6, 10,tp,52,6,pt,place
1,207700,207.7,1.326,target,A0166,158,1326.7,k,0,kt_40_7, 10,kt,40,5,tk,place
1,210033,210.033,0.729,target,A0166,160,729.4,p,1,kp_45_10, 10,kp,45,2,pk,place
1,211766,211.766,0.588,target,A0166,162,588.1,k,0,pk_25_3, 10,pk,25,3,pk,place
1,213366,213.366,0.784,target,A0166,164,784.0,p,1,pt_41_1, 10,pt,41,1,pt,place
1,215166,215.166,0.807,target,A0166,166,807.2,p,1,tp_41_6, 10,tp,41,6,pt,place
1,216983,216.983,1.068,target,A0166,168,1068.4,g,0,gk_65_5, 10,gk,65,7,kg,VOT
1,219066,219.066,0.789,target,A0166,170,789.1,p,1,pt_8_1, 10,pt,8,1,pt,place
1,220866,220.866,0.613,target,A0166,172,613.0,t,0,tp_43_5, 10,tp,43,7,pt,place
1,222483,222.483,0.923,target,A0166,174,923.5,p,1,bp_16_8, 10,bp,16,4,pb,VOT
1,224416,224.416,0.633,target,A0166,176,633.1,k,1,gk_66_10, 10,gk,66,2,kg,VOT
1,226066,226.066,0.797,target,A0166,178,797.1,k,0,pk_32_5, 10,pk,32,5,pk,place
1,227866,227.866,0.639,target,A0166,180,639.1,d,0,td_58_3, 10,td,58,3,td,VOT
1,229516,229.516,0.876,target,A0166,182,875.9,p,1,bp_60_8, 10,bp,60,4,pb,VOT
1,231399,231.399,0.801,target,A0166,184,801.7,g,0,gk_18_1, 10,gk,18,11,kg,VOT
