trigger,i_start,T,SOA,response,subject,order,RT,selection,targ_devs,item,block,options,stim_number,continuum,pair,amb_type
1,106931,106.931,0.757,target,A0192,50,757.8,k,1,kg_66_3, 8,kg,66,3,kg,VOT
1,108697,108.697,0.702,target,A0192,52,702.2,t,0,tp_2_7, 8,tp,2,5,pt,place
1,110414,110.414,0.759,target,A0192,54,759.6,t,1,td_58_1, 8,td,58,1,td,VOT
1,112180,112.18,0.686,target,A0192,56,685.8,p,1,pb_36_1, 8,pb,36,1,pb,VOT
1,113880,113.88,1.036,target,A0192,58,1035.8,k,0,kp_13_2, 8,kp,13,10,pk,place
1,115930,115.93,0.629,target,A0192,60,628.9,t,0,tp_57_7, 8,tp,57,5,pt,place
1,117564,117.564,0.634,target,A0192,62,634.5,p,1,bp_7_5, 8,bp,7,7,pb,VOT
1,119213,119.213,0.859,target,A0192,64,858.5,t,1,kt_40_5, 8,kt,40,7,tk,place
1,121080,121.08,0.713,target,A0192,66,712.8,k,0,kt_67_8, 8,kt,67,4,tk,place
1,122797,122.797,0.635,target,A0192,68,635.2,p,1,pt_42_4, 8,pt,42,4,pt,place
1,124447,124.447,0.927,target,A0192,70,927.1,k,0,tk_15_6, 8,tk,15,6,tk,place
1,126380,126.38,0.672,target,A0192,72,671.8,p,1,pt_44_3, 8,pt,44,3,pt,place
1,128063,128.063,0.72,target,A0192,74,719.5,t,1,tk_26_6, 8,tk,26,6,tk,place
1,129796,129.796,0.934,target,A0192,76,933.3,k,1,gk_66_8, 8,gk,66,4,kg,VOT
1,131746,131.746,1.42,target,A0192,78,1420.2,t,1,td_59_6, 8,td,59,6,td,VOT
1,134179,134.179,0.968,target,A0192,80,967.9,g,0,kg_65_9, 8,kg,65,9,kg,VOT
1,136163,136.163,0.824,target,A0192,82,824.4,b,0,bp_16_6, 8,bp,16,6,pb,VOT
1,137996,137.996,1.282,target,A0192,84,1282.2,t,1,dt_9_4, 8,dt,9,8,td,VOT
1,140296,140.296,0.763,target,A0192,86,763.2,p,1,kp_6_11, 8,kp,6,1,pk,place
1,142063,142.063,1.174,target,A0192,88,1174.5,p,1,pk_56_2, 8,pk,56,2,pk,place
1,144246,144.246,0.734,target,A0192,90,734.3,k,1,kg_11_3, 8,kg,11,3,kg,VOT
