trigger,i_start,T,SOA,response,subject,order,RT,selection,targ_devs,item,block,options,stim_number,continuum,pair,name_exp2,amb_type
1,3023254,3023.254,0.476,target,A0004,2890,476.2,k,0,kp_10_2, 1,kp,10,10,pk,0,place
1,3024737,3024.737,0.967,target,A0004,2892,967.0,d,0,td_58_5, 1,td,58,5,td,58_50_t,VOT
1,3026721,3026.721,0.451,target,A0004,2894,451.7,g,0,kg_51_9, 1,kg,51,9,kg,0,VOT
1,3028187,3028.187,0.405,target,A0004,2896,404.9,t,0,pt_42_8, 1,pt,42,8,pt,0,place
1,3029604,3029.604,0.803,target,A0004,2898,803.3,t,1,tk_40_3, 1,tk,40,3,tk,40_0_t,place
1,3031421,3031.421,0.498,target,A0004,2900,498.5,t,1,dt_58_11, 1,dt,58,1,td,0,VOT
1,3032920,3032.92,0.423,target,A0004,2902,422.6,k,0,pk_46_11, 1,pk,46,11,pk,0,place
1,3034354,3034.354,0.573,target,A0004,2904,573.3,p,1,kp_69_11, 1,kp,69,1,pk,69_100_k,place
1,3035937,3035.937,0.63,target,A0004,2906,630.0,p,1,kp_64_8, 1,kp,64,4,pk,64_100_k,place
1,3037570,3037.57,0.445,target,A0004,2908,444.5,k,0,tk_50_9, 1,tk,50,9,tk,0,place
1,3039020,3039.02,0.924,target,A0004,2910,923.6,b,0,pb_35_11, 1,pb,35,11,pb,0,VOT
1,3040953,3040.953,0.549,target,A0004,2912,548.3,k,1,gk_65_7, 1,gk,65,5,kg,65_75_g,VOT
1,3042503,3042.503,1.197,target,A0004,2914,1196.2,p,1,bp_29_9, 1,bp,29,3,pb,0,VOT
1,3044703,3044.703,0.48,target,A0004,2916,479.3,k,0,pk_4_10, 1,pk,4,10,pk,0,place
1,3046187,3046.187,0.537,target,A0004,2918,537.0,p,1,pt_17_4, 1,pt,17,4,pt,17_25_p,place
1,3047737,3047.737,0.73,target,A0004,2920,730.9,b,0,pb_60_4, 1,pb,60,4,pb,0,VOT
1,3049470,3049.47,0.765,target,A0004,2922,765.6,d,0,dt_59_5, 1,dt,59,7,td,59_25_d,VOT
1,3051253,3051.253,0.732,target,A0004,2924,732.3,t,1,td_62_3, 1,td,62,3,td,0,VOT
1,3053003,3053.003,0.495,target,A0004,2926,495.3,k,0,pk_56_6, 1,pk,56,6,pk,0,place
1,3054503,3054.503,0.657,target,A0004,2928,657.2,k,0,kp_4_5, 1,kp,4,7,pk,0,place
1,3056170,3056.17,0.746,target,A0004,2930,746.7,t,1,td_21_7, 1,td,21,7,td,21_75_t,VOT
1,3057919,3057.919,1.081,target,A0004,2932,1080.5,d,0,td_59_10, 1,td,59,10,td,0,VOT
1,3060003,3060.003,0.608,target,A0004,2934,608.3,g,0,gk_11_1, 1,gk,11,11,kg,0,VOT
1,3061619,3061.619,1.812,target,A0004,2936,1811.6,p,1,pb_38_4, 1,pb,38,4,pb,0,VOT
1,3064436,3064.436,0.772,target,A0004,2938,771.9,t,1,dt_24_6, 1,dt,24,6,td,24_25_d,VOT
1,3066219,3066.219,0.553,target,A0004,2940,552.7,t,1,dt_21_2, 1,dt,21,10,td,0,VOT
1,3067786,3067.786,0.636,target,A0004,2942,635.9,k,0,kp_45_1, 1,kp,45,11,pk,0,place
1,3069436,3069.436,0.645,target,A0004,2944,645.0,p,1,pt_41_3, 1,pt,41,3,pt,0,place
1,3071086,3071.086,1.117,target,A0004,2946,1117.9,p,1,kp_33_7, 1,kp,33,5,pk,33_50_k,place
1,3073219,3073.219,0.842,target,A0004,2948,842.6,k,0,kp_48_5, 1,kp,48,7,pk,0,place
1,3075069,3075.069,0.558,target,A0004,2950,558.7,t,0,pt_57_6, 1,pt,57,6,pt,57_75_p,place
1,3076635,3076.635,0.47,target,A0004,2952,470.0,g,0,kg_61_4, 1,kg,61,4,kg,0,VOT
1,3078119,3078.119,0.563,target,A0004,2954,563.6,t,1,kt_14_11, 1,kt,14,1,tk,0,place
1,3079685,3079.685,0.517,target,A0004,2956,516.9,d,0,dt_3_11, 1,dt,3,1,td,3_100_d,VOT
1,3081219,3081.219,0.452,target,A0004,2958,452.6,k,0,kt_67_1, 1,kt,67,11,tk,0,place
1,3082685,3082.685,0.574,target,A0004,2960,573.9,b,0,pb_53_2, 1,pb,53,2,pb,0,VOT
1,3084268,3084.268,1.307,target,A0004,2962,1306.7,p,1,bp_36_11, 1,bp,36,1,pb,0,VOT
1,3086585,3086.585,0.472,target,A0004,2964,472.0,k,1,kg_11_7, 1,kg,11,7,kg,11_75_k,VOT
1,3088068,3088.068,0.787,target,A0004,2966,786.6,k,0,pk_47_5, 1,pk,47,5,pk,47_75_p,place
1,3089868,3089.868,0.909,target,A0004,2968,908.5,k,0,tk_15_10, 1,tk,15,10,tk,15_100_t,place
1,3091785,3091.785,0.852,target,A0004,2970,852.0,t,0,pt_70_5, 1,pt,70,5,pt,70_75_p,place
1,3093651,3093.651,3.479,target,A0004,2972,3478.2,k,0,kp_49_10, 1,kp,49,2,pk,0,place
1,3098135,3098.135,1.764,target,A0004,2974,1764.8,t,0,tp_43_7, 1,tp,43,5,pt,43_25_t,place
1,3100901,3100.901,0.722,target,A0004,2976,722.3,p,1,pb_16_4, 1,pb,16,4,pb,16_25_p,VOT
1,3102634,3102.634,0.818,target,A0004,2978,817.9,p,1,tp_57_11, 1,tp,57,1,pt,0,place
1,3104468,3104.468,0.444,target,A0004,2980,444.7,t,0,pt_44_7, 1,pt,44,7,pt,0,place
1,3105918,3105.918,0.447,target,A0004,2982,447.5,b,0,bp_19_3, 1,bp,19,9,pb,0,VOT
1,3107368,3107.368,0.55,target,A0004,2984,550.6,k,1,gk_61_9, 1,gk,61,3,kg,0,VOT
1,3108934,3108.934,0.858,target,A0004,2986,858.0,d,0,dt_28_4, 1,dt,28,8,td,0,VOT
1,3110801,3110.801,0.544,target,A0004,2988,544.2,p,1,tp_17_9, 1,tp,17,3,pt,0,place
1,3112351,3112.351,1.221,target,A0004,2990,1221.3,p,1,tp_52_8, 1,tp,52,4,pt,52_75_t,place
1,3114584,3114.584,0.373,target,A0004,2992,373.0,k,0,kp_56_1, 1,kp,56,11,pk,0,place
1,3115967,3115.967,0.656,target,A0004,2994,655.7,p,1,pk_22_1, 1,pk,22,1,pk,0,place
1,3117634,3117.634,0.693,target,A0004,2996,693.0,t,1,td_12_6, 1,td,12,6,td,0,VOT
1,3119334,3119.334,0.502,target,A0004,2998,502.0,p,1,tp_8_8, 1,tp,8,4,pt,8_75_t,place
1,3120850,3120.85,0.439,target,A0004,3000,438.3,p,1,bp_38_10, 1,bp,38,2,pb,38_100_b,VOT
1,3122300,3122.3,0.73,target,A0004,3002,730.2,b,0,bp_7_9, 1,bp,7,3,pb,0,VOT
1,3124034,3124.034,0.632,target,A0004,3004,632.9,k,0,pk_32_7, 1,pk,32,7,pk,0,place
1,3125683,3125.683,0.726,target,A0004,3006,725.9,t,1,dt_9_8, 1,dt,9,4,td,0,VOT
1,3127417,3127.417,0.709,target,A0004,3008,709.5,t,0,pt_68_6, 1,pt,68,6,pt,68_75_p,place
1,3129133,3129.133,0.533,target,A0004,3010,532.9,b,0,bp_54_2, 1,bp,54,10,pb,54_0_b,VOT
1,3130683,3130.683,0.47,target,A0004,3012,470.0,b,0,bp_63_3, 1,bp,63,9,pb,0,VOT
1,3132166,3132.166,0.797,target,A0004,3014,796.6,b,0,pb_37_10, 1,pb,37,10,pb,37_100_p,VOT
1,3133966,3133.966,0.66,target,A0004,3016,659.6,t,0,pt_1_1, 1,pt,1,1,pt,0,place
1,3135633,3135.633,0.568,target,A0004,3018,567.8,g,0,kg_27_10, 1,kg,27,10,kg,0,VOT
1,3137216,3137.216,0.501,target,A0004,3020,500.5,k,0,pk_13_11, 1,pk,13,11,pk,13_100_p,place
1,3138733,3138.733,0.593,target,A0004,3022,593.0,g,0,gk_27_4, 1,gk,27,8,kg,0,VOT
1,3140333,3140.333,0.964,target,A0004,3024,963.9,k,0,pk_45_6, 1,pk,45,6,pk,0,place
1,3142300,3142.3,0.526,target,A0004,3026,526.2,d,0,dt_23_1, 1,dt,23,11,td,0,VOT
1,3143833,3143.833,0.787,target,A0004,3028,786.9,b,0,pb_54_7, 1,pb,54,7,pb,54_75_p,VOT
1,3145633,3145.633,0.588,target,A0004,3030,587.8,g,0,kg_18_9, 1,kg,18,9,kg,0,VOT
1,3147233,3147.233,0.762,target,A0004,3032,762.0,k,0,kp_13_6, 1,kp,13,6,pk,0,place
1,3148999,3148.999,0.659,target,A0004,3034,659.3,k,0,kp_22_7, 1,kp,22,5,pk,0,place
1,3150666,3150.666,0.682,target,A0004,3036,682.6,t,0,tp_1_6, 1,tp,1,6,pt,0,place
1,3152366,3152.366,0.458,target,A0004,3038,458.7,k,0,tk_26_10, 1,tk,26,10,tk,26_100_t,place
1,3153832,3153.832,0.869,target,A0004,3040,869.0,k,0,kp_47_11, 1,kp,47,1,pk,47_100_k,place
1,3155716,3155.716,0.711,target,A0004,3042,711.6,b,0,bp_37_5, 1,bp,37,7,pb,37_25_b,VOT
1,3157432,3157.432,0.852,target,A0004,3044,852.0,p,1,kp_31_8, 1,kp,31,4,pk,31_50_k,place
1,3159299,3159.299,0.57,target,A0004,3046,570.3,k,0,tk_30_8, 1,tk,30,8,tk,0,place
1,3160882,3160.882,0.548,target,A0004,3048,548.0,k,1,kg_66_7, 1,kg,66,7,kg,0,VOT
1,3162432,3162.432,1.359,target,A0004,3050,1359.0,p,1,tp_68_11, 1,tp,68,1,pt,0,place
1,3164799,3164.799,0.545,target,A0004,3052,545.2,g,0,gk_51_3, 1,gk,51,9,kg,0,VOT
1,3166348,3166.348,0.552,target,A0004,3054,551.2,d,0,td_24_11, 1,td,24,11,td,0,VOT
1,3167915,3167.915,0.669,target,A0004,3056,668.6,g,0,gk_66_1, 1,gk,66,11,kg,0,VOT
1,3169598,3169.598,0.657,target,A0004,3058,656.3,k,0,pk_49_4, 1,pk,49,4,pk,0,place
1,3171265,3171.265,0.72,target,A0004,3060,719.7,p,1,tp_39_9, 1,tp,39,3,pt,39_75_t,place
1,3172998,3172.998,0.613,target,A0004,3062,612.4,d,0,dt_12_1, 1,dt,12,11,td,12_0_d,VOT
1,3174615,3174.615,0.746,target,A0004,3064,746.7,t,1,kt_20_8, 1,kt,20,4,tk,20_100_k,place
1,3176365,3176.365,0.545,target,A0004,3066,545.6,b,0,pb_34_6, 1,pb,34,6,pb,34_75_p,VOT
1,3177915,3177.915,1.341,target,A0004,3068,1341.5,p,1,pk_33_1, 1,pk,33,1,pk,33_0_p,place
1,3180265,3180.265,0.784,target,A0004,3070,784.6,k,0,pk_10_7, 1,pk,10,7,pk,0,place
1,3182065,3182.065,2.334,target,A0004,3072,2334.7,p,1,pt_8_3, 1,pt,8,3,pt,0,place
1,3185414,3185.414,0.442,target,A0004,3074,441.6,d,0,td_23_6, 1,td,23,6,td,23_75_t,VOT
1,3186864,3186.864,0.54,target,A0004,3076,539.5,t,1,tk_67_6, 1,tk,67,6,tk,67_50_t,place
1,3188414,3188.414,0.626,target,A0004,3078,625.5,g,0,kg_55_7, 1,kg,55,7,kg,0,VOT
1,3190048,3190.048,0.526,target,A0004,3080,526.3,t,0,tp_42_2, 1,tp,42,10,pt,0,place
1,3191581,3191.581,1.21,target,A0004,3082,1209.9,b,0,pb_63_8, 1,pb,63,8,pb,0,VOT
1,3193797,3193.797,0.548,target,A0004,3084,547.4,k,0,pk_48_10, 1,pk,48,10,pk,0,place
1,3195347,3195.347,1.834,target,A0004,3086,1833.3,p,1,bp_16_10, 1,bp,16,2,pb,16_100_b,VOT
1,3198197,3198.197,1.554,target,A0004,3088,1554.2,b,0,pb_29_3, 1,pb,29,3,pb,0,VOT
1,3200764,3200.764,0.674,target,A0004,3090,674.6,p,1,tp_2_11, 1,tp,2,1,pt,0,place
1,3202447,3202.447,0.954,target,A0004,3092,954.3,t,1,kt_40_9, 1,kt,40,3,tk,40_100_k,place
1,3204414,3204.414,0.62,target,A0004,3094,620.7,t,0,pt_52_3, 1,pt,52,3,pt,0,place
1,3206047,3206.047,1.467,target,A0004,3096,1467.3,t,0,pt_2_6, 1,pt,2,6,pt,0,place
1,3208530,3208.53,0.645,target,A0004,3098,644.9,g,0,gk_55_1, 1,gk,55,11,kg,0,VOT
1,3210180,3210.18,0.495,target,A0004,3100,494.9,k,0,kp_32_2, 1,kp,32,10,pk,0,place
1,3211680,3211.68,1.284,target,A0004,3102,1283.9,p,1,pb_36_5, 1,pb,36,5,pb,36_25_p,VOT
1,3213980,3213.98,0.988,target,A0004,3104,987.9,k,0,kp_25_11, 1,kp,25,1,pk,25_100_k,place
1,3215980,3215.98,0.59,target,A0004,3106,589.9,t,1,td_9_2, 1,td,9,2,td,0,VOT
1,3217580,3217.58,0.582,target,A0004,3108,581.9,t,0,pt_5_10, 1,pt,5,10,pt,0,place
1,3219163,3219.163,0.777,target,A0004,3110,776.7,k,0,kt_30_3, 1,kt,30,9,tk,0,place
1,3220946,3220.946,1.164,target,A0004,3112,1163.3,p,1,pk_25_5, 1,pk,25,5,pk,25_50_p,place
1,3223113,3223.113,3.152,target,A0004,3114,3152.6,k,0,pk_69_5, 1,pk,69,5,pk,0,place
1,3227279,3227.279,0.633,target,A0004,3116,632.9,k,0,kt_15_5, 1,kt,15,7,tk,15_25_k,place
1,3228929,3228.929,0.506,target,A0004,3118,505.9,b,0,pb_19_8, 1,pb,19,8,pb,19_100_p,VOT
1,3230446,3230.446,0.645,target,A0004,3120,645.2,t,1,dt_62_9, 1,dt,62,3,td,0,VOT
1,3232096,3232.096,1.182,target,A0004,3122,1182.3,p,1,bp_60_10, 1,bp,60,2,pb,0,VOT
1,3234296,3234.296,0.404,target,A0004,3124,404.3,t,0,pt_43_2, 1,pt,43,2,pt,43_25_p,place
1,3235712,3235.712,1.232,target,A0004,3126,1231.5,p,1,bp_53_8, 1,bp,53,4,pb,0,VOT
1,3237946,3237.946,0.609,target,A0004,3128,609.2,t,1,tk_20_2, 1,tk,20,2,tk,0,place
1,3239562,3239.562,0.494,target,A0004,3130,493.6,b,0,pb_7_3, 1,pb,7,3,pb,0,VOT
1,3241062,3241.062,0.82,target,A0004,3132,819.6,b,0,bp_35_6, 1,bp,35,6,pb,35_50_b,VOT
1,3242895,3242.895,0.529,target,A0004,3134,528.3,t,0,tp_44_1, 1,tp,44,11,pt,0,place
1,3244429,3244.429,0.929,target,A0004,3136,929.0,k,0,pk_6_9, 1,pk,6,9,pk,6_100_p,place
1,3246362,3246.362,0.478,target,A0004,3138,477.6,p,1,pk_64_2, 1,pk,64,2,pk,0,place
