trigger,i_start,T,SOA,response,subject,order,RT,selection,targ_devs,item,block,options,stim_number,continuum,pair,amb_type
1,141870,141.87,1.318,target,A0183,50,1318.0,t,0,pt_41_10, 8,pt,41,10,pt,place
1,144203,144.203,0.858,target,A0183,52,857.8,p,1,pt_68_2, 8,pt,68,2,pt,place
1,146070,146.07,1.151,target,A0183,54,1150.9,k,0,kp_46_2, 8,kp,46,10,pk,place
1,148236,148.236,1.057,target,A0183,56,1056.4,t,1,tk_67_2, 8,tk,67,2,tk,place
1,150303,150.303,1.2,target,A0183,58,1199.7,t,0,tp_17_5, 8,tp,17,7,pt,place
1,152520,152.52,1.022,target,A0183,60,1022.1,p,1,tp_52_4, 8,tp,52,8,pt,place
1,154553,154.553,0.991,target,A0183,62,990.7,d,0,dt_3_7, 8,dt,3,5,td,VOT
1,156553,156.553,1.046,target,A0183,64,1046.8,t,1,tk_50_5, 8,tk,50,5,tk,place
1,158603,158.603,1.029,target,A0183,66,1029.7,p,1,pb_35_7, 8,pb,35,7,pb,VOT
1,160636,160.636,1.307,target,A0183,68,1307.3,p,1,bp_7_5, 8,bp,7,7,pb,VOT
1,162952,162.952,0.851,target,A0183,70,850.7,p,1,pb_54_3, 8,pb,54,3,pb,VOT
1,164819,164.819,0.989,target,A0183,72,988.9,k,1,gk_61_5, 8,gk,61,7,kg,VOT
1,166819,166.819,1.094,target,A0183,74,1093.9,k,0,kt_20_4, 8,kt,20,8,tk,place
1,168919,168.919,0.857,target,A0183,76,857.1,p,1,pt_70_1, 8,pt,70,1,pt,place
1,170786,170.786,0.949,target,A0183,78,949.4,t,0,pt_39_11, 8,pt,39,11,pt,place
1,172752,172.752,1.026,target,A0183,80,1025.8,p,1,pk_10_3, 8,pk,10,3,pk,place
1,174785,174.785,0.882,target,A0183,82,881.4,p,1,pk_25_1, 8,pk,25,1,pk,place
1,176669,176.669,0.875,target,A0183,84,875.0,t,0,tp_41_4, 8,tp,41,8,pt,place
1,178552,178.552,1.009,target,A0183,86,1008.7,k,0,kp_45_8, 8,kp,45,4,pk,place
1,180568,180.568,1.016,target,A0183,88,1016.1,p,1,pk_31_9, 8,pk,31,9,pk,place
1,182602,182.602,1.35,target,A0183,90,1350.7,p,1,bp_36_7, 8,bp,36,5,pb,VOT
1,184968,184.968,1.241,target,A0183,92,1241.0,t,0,tp_70_6, 8,tp,70,6,pt,place
1,187218,187.218,1.06,target,A0183,94,1060.1,t,0,tp_44_8, 8,tp,44,4,pt,place
1,189285,189.285,1.158,target,A0183,96,1158.4,p,1,pk_45_2, 8,pk,45,2,pk,place
1,191451,191.451,0.985,target,A0183,98,984.8,t,1,dt_23_8, 8,dt,23,4,td,VOT
1,193451,193.451,1.023,target,A0183,100,1022.8,k,0,pk_46_7, 8,pk,46,7,pk,place
1,195485,195.485,1.026,target,A0183,102,1026.5,k,0,kp_4_1, 8,kp,4,11,pk,place
1,197518,197.518,1.17,target,A0183,104,1170.1,t,0,pt_43_9, 8,pt,43,9,pt,place
1,199701,199.701,1.025,target,A0183,106,1024.7,k,0,kp_48_1, 8,kp,48,11,pk,place
1,201734,201.734,1.241,target,A0183,108,1240.4,g,0,gk_65_3, 8,gk,65,9,kg,VOT
1,203984,203.984,1.069,target,A0183,110,1068.5,g,0,kg_27_6, 8,kg,27,6,kg,VOT
1,206068,206.068,0.987,target,A0183,112,988.0,d,0,dt_62_5, 8,dt,62,7,td,VOT
1,208067,208.067,1.005,target,A0183,114,1005.1,d,0,td_24_7, 8,td,24,7,td,VOT
1,210084,210.084,1.163,target,A0183,116,1163.4,p,1,bp_34_8, 8,bp,34,4,pb,VOT
1,212251,212.251,0.821,target,A0183,118,821.8,t,1,td_21_3, 8,td,21,3,td,VOT
1,214084,214.084,0.922,target,A0183,120,922.4,t,0,tp_57_7, 8,tp,57,5,pt,place
1,216017,216.017,1.218,target,A0183,122,1217.9,k,1,gk_27_11, 8,gk,27,1,kg,VOT
1,218250,218.25,0.966,target,A0183,124,965.7,k,0,kp_31_4, 8,kp,31,8,pk,place
1,220234,220.234,0.984,target,A0183,126,984.4,k,0,pk_22_8, 8,pk,22,8,pk,place
1,222234,222.234,0.922,target,A0183,128,922.4,t,1,td_58_1, 8,td,58,1,td,VOT
1,224167,224.167,0.974,target,A0183,130,974.0,t,0,pt_1_8, 8,pt,1,8,pt,place
1,226150,226.15,1.233,target,A0183,132,1232.8,p,1,pb_53_9, 8,pb,53,9,pb,VOT
1,228400,228.4,0.923,target,A0183,134,922.7,t,1,td_23_2, 8,td,23,2,td,VOT
1,230333,230.333,0.946,target,A0183,136,945.4,t,1,kt_40_5, 8,kt,40,7,tk,place
