trigger,i_start,T,SOA,response,subject,order,RT,selection,targ_devs,item,block,options,stim_number,continuum,pair,amb_type
1,118803,118.803,0.837,target,A0168,50,837.0,k,0,kp_45_4, 4,kp,45,8,pk,place
1,120653,120.653,1.446,target,A0168,52,1445.9,g,0,gk_18_6, 4,gk,18,6,kg,VOT
1,123102,123.102,1.135,target,A0168,54,1135.1,p,1,bp_54_5, 4,bp,54,7,pb,VOT
1,125252,125.252,0.727,target,A0168,56,727.0,k,0,pk_10_10, 4,pk,10,10,pk,place
1,126986,126.986,0.629,target,A0168,58,629.6,k,0,pk_49_7, 4,pk,49,7,pk,place
1,128619,128.619,0.912,target,A0168,60,912.3,b,0,bp_19_6, 4,bp,19,6,pb,VOT
1,130536,130.536,1.184,target,A0168,62,1184.7,t,1,dt_59_8, 4,dt,59,4,td,VOT
1,132735,132.735,0.834,target,A0168,64,833.6,b,0,pb_54_10, 4,pb,54,10,pb,VOT
1,134585,134.585,0.567,target,A0168,66,566.7,k,0,kp_49_2, 4,kp,49,10,pk,place
1,136169,136.169,0.83,target,A0168,68,830.2,b,0,bp_36_3, 4,bp,36,9,pb,VOT
1,138002,138.002,0.887,target,A0168,70,887.0,b,0,bp_16_2, 4,bp,16,10,pb,VOT
1,139902,139.902,2.032,target,A0168,72,2031.9,t,1,kt_50_7, 4,kt,50,5,tk,place
1,142935,142.935,0.973,target,A0168,74,972.8,t,1,td_59_2, 4,td,59,2,td,VOT
1,144918,144.918,0.67,target,A0168,76,669.2,k,0,kp_25_3, 4,kp,25,9,pk,place
1,146602,146.602,0.599,target,A0168,78,599.0,k,0,kt_67_4, 4,kt,67,8,tk,place
1,148218,148.218,0.752,target,A0168,80,752.3,d,0,dt_3_3, 4,dt,3,9,td,VOT
1,149985,149.985,0.822,target,A0168,82,822.7,p,1,pb_16_7, 4,pb,16,7,pb,VOT
1,151818,151.818,0.723,target,A0168,84,723.2,p,1,pb_7_6, 4,pb,7,6,pb,VOT
1,153551,153.551,0.766,target,A0168,86,765.9,p,1,pt_43_5, 4,pt,43,5,pt,place
1,155335,155.335,0.921,target,A0168,88,921.7,b,0,pb_34_9, 4,pb,34,9,pb,VOT
1,157268,157.268,0.919,target,A0168,90,919.4,p,1,kp_64_11, 4,kp,64,1,pk,place
1,159201,159.201,0.944,target,A0168,92,943.9,b,0,bp_60_2, 4,bp,60,10,pb,VOT
1,161151,161.151,0.743,target,A0168,94,743.0,t,1,tk_50_1, 4,tk,50,1,tk,place
1,162901,162.901,0.791,target,A0168,96,791.0,k,0,kp_32_5, 4,kp,32,7,pk,place
1,164701,164.701,0.706,target,A0168,98,705.9,p,1,tp_43_10, 4,tp,43,2,pt,place
1,166417,166.417,0.597,target,A0168,100,596.2,b,0,bp_7_1, 4,bp,7,11,pb,VOT
1,168017,168.017,1.022,target,A0168,102,1021.3,p,1,kp_46_9, 4,kp,46,3,pk,place
1,170051,170.051,0.615,target,A0168,104,615.0,t,1,tk_26_2, 4,tk,26,2,tk,place
1,171667,171.667,2.231,target,A0168,106,2231.2,k,1,kg_65_5, 4,kg,65,5,kg,VOT
1,174900,174.9,0.679,target,A0168,108,678.9,k,0,kp_10_5, 4,kp,10,7,pk,place
1,176584,176.584,0.946,target,A0168,110,946.7,k,0,pk_56_9, 4,pk,56,9,pk,place
1,178534,178.534,1.489,target,A0168,112,1489.7,p,1,pb_63_11, 4,pb,63,11,pb,VOT
1,181033,181.033,0.704,target,A0168,114,703.8,g,0,kg_61_7, 4,kg,61,7,kg,VOT
1,182750,182.75,1.02,target,A0168,116,1019.9,p,1,pk_46_3, 4,pk,46,3,pk,place
1,184783,184.783,0.808,target,A0168,118,807.7,g,0,kg_11_10, 4,kg,11,10,kg,VOT
1,186600,186.6,0.892,target,A0168,120,892.0,t,0,tp_70_2, 4,tp,70,10,pt,place
1,188500,188.5,0.758,target,A0168,122,758.0,k,0,pk_25_8, 4,pk,25,8,pk,place
1,190266,190.266,0.749,target,A0168,124,748.4,t,1,kt_15_8, 4,kt,15,4,tk,place
1,192016,192.016,2.199,target,A0168,126,2198.3,k,1,kg_18_1, 4,kg,18,1,kg,VOT
1,195216,195.216,0.868,target,A0168,128,867.4,t,0,tp_68_3, 4,tp,68,9,pt,place
1,197100,197.1,0.855,target,A0168,130,854.9,t,0,tp_5_7, 4,tp,5,5,pt,place
1,198966,198.966,0.966,target,A0168,132,966.4,t,1,dt_9_11, 4,dt,9,1,td,VOT
1,200949,200.949,0.854,target,A0168,134,854.0,b,0,bp_34_4, 4,bp,34,8,pb,VOT
1,202816,202.816,1.316,target,A0168,136,1316.2,d,0,dt_12_4, 4,dt,12,8,td,VOT
1,205149,205.149,2.3,target,A0168,138,2300.0,d,0,dt_58_3, 4,dt,58,9,td,VOT
1,208466,208.466,0.815,target,A0168,140,815.4,k,0,tk_30_11, 4,tk,30,11,tk,place
1,210282,210.282,0.717,target,A0168,142,716.8,p,1,kp_22_10, 4,kp,22,2,pk,place
1,212016,212.016,0.713,target,A0168,144,713.3,d,0,dt_62_1, 4,dt,62,11,td,VOT
1,213732,213.732,0.848,target,A0168,146,847.7,p,1,tp_41_11, 4,tp,41,1,pt,place
1,215582,215.582,0.678,target,A0168,148,677.7,t,0,pt_42_11, 4,pt,42,11,pt,place
1,217265,217.265,1.066,target,A0168,150,1065.4,p,1,pk_48_2, 4,pk,48,2,pk,place
1,219332,219.332,0.642,target,A0168,152,641.6,p,1,pt_41_6, 4,pt,41,6,pt,place
1,220982,220.982,1.12,target,A0168,154,1119.6,p,1,kp_48_8, 4,kp,48,4,pk,place
1,223115,223.115,0.763,target,A0168,156,762.4,g,0,gk_66_4, 4,gk,66,8,kg,VOT
1,224882,224.882,0.668,target,A0168,158,668.6,p,1,tp_8_11, 4,tp,8,1,pt,place
1,226565,226.565,0.867,target,A0168,160,867.3,d,0,td_62_6, 4,td,62,6,td,VOT
1,228448,228.448,0.895,target,A0168,162,894.9,t,1,tk_20_5, 4,tk,20,5,tk,place
1,230348,230.348,1.261,target,A0168,164,1261.0,k,0,pk_69_8, 4,pk,69,8,pk,place
1,232615,232.615,1.668,target,A0168,166,1668.2,t,0,pt_8_6, 4,pt,8,6,pt,place
1,235298,235.298,1.088,target,A0168,168,1087.8,d,0,td_58_8, 4,td,58,8,td,VOT
1,237398,237.398,2.254,target,A0168,170,2253.9,k,1,gk_65_10, 4,gk,65,2,kg,VOT
1,240665,240.665,1.578,target,A0168,172,1578.2,k,1,kg_27_2, 4,kg,27,2,kg,VOT
1,243248,243.248,0.862,target,A0168,174,862.1,t,0,pt_17_7, 4,pt,17,7,pt,place
1,245114,245.114,1.051,target,A0168,176,1050.3,t,1,td_24_3, 4,td,24,3,td,VOT
1,247181,247.181,0.619,target,A0168,178,618.6,k,0,tk_67_9, 4,tk,67,9,tk,place
1,248814,248.814,0.928,target,A0168,180,927.3,d,0,dt_21_5, 4,dt,21,7,td,VOT
1,250747,250.747,1.075,target,A0168,182,1075.1,t,0,tp_39_1, 4,tp,39,11,pt,place
1,252831,252.831,0.897,target,A0168,184,897.7,t,0,pt_44_10, 4,pt,44,10,pt,place
1,254731,254.731,1.6,target,A0168,186,1600.7,k,0,kt_14_3, 4,kt,14,9,tk,place
1,257347,257.347,0.962,target,A0168,188,961.8,k,0,kt_26_8, 4,kt,26,4,tk,place
1,259314,259.314,0.83,target,A0168,190,830.4,d,0,td_23_9, 4,td,23,9,td,VOT
1,261147,261.147,0.807,target,A0168,192,807.1,g,0,kg_55_10, 4,kg,55,10,kg,VOT
1,262964,262.964,0.546,target,A0168,194,546.3,g,0,gk_11_4, 4,gk,11,8,kg,VOT
1,264514,264.514,0.548,target,A0168,196,548.2,p,1,kp_31_11, 4,kp,31,1,pk,place
1,266063,266.063,0.842,target,A0168,198,841.3,k,0,kp_69_3, 4,kp,69,9,pk,place
1,267913,267.913,0.811,target,A0168,200,810.3,p,1,pk_13_3, 4,pk,13,3,pk,place
1,269730,269.73,0.937,target,A0168,202,936.6,p,1,pk_22_4, 4,pk,22,4,pk,place
1,271680,271.68,2.709,target,A0168,204,2708.6,p,1,pk_4_2, 4,pk,4,2,pk,place
1,275397,275.397,1.618,target,A0168,206,1618.9,p,1,pk_33_4, 4,pk,33,4,pk,place
1,278030,278.03,0.972,target,A0168,208,972.8,t,1,tk_40_6, 4,tk,40,6,tk,place
1,280013,280.013,1.58,target,A0168,210,1580.2,t,1,dt_28_7, 4,dt,28,5,td,VOT
1,282596,282.596,0.949,target,A0168,212,948.9,t,0,tp_1_9, 4,tp,1,3,pt,place
1,284563,284.563,0.914,target,A0168,214,914.3,t,1,kt_30_6, 4,kt,30,6,tk,place
1,286479,286.479,0.838,target,A0168,216,837.7,t,0,tp_2_3, 4,tp,2,9,pt,place
1,288329,288.329,2.15,target,A0168,218,2149.7,t,0,tp_42_5, 4,tp,42,7,pt,place
1,291496,291.496,1.132,target,A0168,220,1132.0,t,0,pt_52_6, 4,pt,52,6,pt,place
1,293629,293.629,1.174,target,A0168,222,1173.7,t,1,td_28_1, 4,td,28,1,td,VOT
1,295812,295.812,0.617,target,A0168,224,616.3,p,1,pk_6_1, 4,pk,6,1,pk,place
1,297446,297.446,0.629,target,A0168,226,628.9,t,0,pt_70_8, 4,pt,70,8,pt,place
1,299079,299.079,0.79,target,A0168,228,789.6,t,0,tp_57_3, 4,tp,57,9,pt,place
1,300879,300.879,0.878,target,A0168,230,878.6,t,1,td_9_5, 4,td,9,5,td,VOT
1,302762,302.762,0.685,target,A0168,232,685.3,t,1,tk_15_2, 4,tk,15,2,tk,place
1,304462,304.462,0.666,target,A0168,234,666.3,t,0,tp_17_1, 4,tp,17,11,pt,place
1,306145,306.145,0.786,target,A0168,236,786.0,k,0,kp_6_7, 4,kp,6,5,pk,place
1,307945,307.945,0.852,target,A0168,238,852.1,p,1,kp_33_10, 4,kp,33,2,pk,place
1,309812,309.812,1.061,target,A0168,240,1061.2,k,0,pk_45_9, 4,pk,45,9,pk,place
1,311878,311.878,3.526,target,A0168,242,3525.7,b,0,pb_60_7, 4,pb,60,7,pb,VOT
1,316412,316.412,0.662,target,A0168,244,662.3,d,0,td_21_10, 4,td,21,10,td,VOT
1,318078,318.078,1.25,target,A0168,246,1249.7,p,1,pt_39_7, 4,pt,39,7,pt,place
1,320345,320.345,0.705,target,A0168,248,704.9,k,0,pk_31_5, 4,pk,31,5,pk,place
1,322061,322.061,0.722,target,A0168,250,721.4,t,0,pt_5_2, 4,pt,5,2,pt,place
1,323795,323.795,0.793,target,A0168,252,792.9,k,0,kt_40_1, 4,kt,40,11,tk,place
1,325595,325.595,0.818,target,A0168,254,818.9,g,0,gk_55_4, 4,gk,55,8,kg,VOT
1,327428,327.428,0.915,target,A0168,256,915.7,k,0,kp_47_3, 4,kp,47,9,pk,place
1,329361,329.361,0.975,target,A0168,258,975.3,p,1,bp_35_9, 4,bp,35,3,pb,VOT
1,331344,331.344,0.731,target,A0168,260,731.0,p,1,pb_37_2, 4,pb,37,2,pb,VOT
1,333078,333.078,1.284,target,A0168,262,1284.7,k,1,gk_27_7, 4,gk,27,5,kg,VOT
1,335377,335.377,0.882,target,A0168,264,881.6,p,1,bp_53_11, 4,bp,53,1,pb,VOT
1,337261,337.261,0.787,target,A0168,266,787.4,k,0,pk_32_10, 4,pk,32,10,pk,place
1,339061,339.061,0.88,target,A0168,268,880.2,g,0,gk_61_1, 4,gk,61,11,kg,VOT
1,340944,340.944,1.998,target,A0168,270,1998.0,p,1,bp_37_8, 4,bp,37,4,pb,VOT
1,343944,343.944,0.742,target,A0168,272,742.0,t,0,pt_2_9, 4,pt,2,9,pt,place
1,345694,345.694,0.787,target,A0168,274,786.8,t,0,pt_57_9, 4,pt,57,9,pt,place
1,347494,347.494,0.651,target,A0168,276,651.1,k,1,kg_51_1, 4,kg,51,1,kg,VOT
1,349160,349.16,0.899,target,A0168,278,898.4,p,1,pk_64_5, 4,pk,64,5,pk,place
1,351060,351.06,0.713,target,A0168,280,713.3,p,1,pb_35_3, 4,pb,35,3,pb,VOT
1,352777,352.777,0.595,target,A0168,282,595.8,p,1,pb_38_7, 4,pb,38,7,pb,VOT
1,354377,354.377,0.695,target,A0168,284,695.6,p,1,pt_1_4, 4,pt,1,4,pt,place
1,356077,356.077,0.866,target,A0168,286,866.7,b,0,pb_36_8, 4,pb,36,8,pb,VOT
1,357960,357.96,0.914,target,A0168,288,914.3,t,0,pt_68_9, 4,pt,68,9,pt,place
1,359877,359.877,0.831,target,A0168,290,831.6,p,1,kp_4_8, 4,kp,4,4,pk,place
1,361710,361.71,0.97,target,A0168,292,970.3,t,1,kt_20_11, 4,kt,20,1,tk,place
1,363693,363.693,3.58,target,A0168,294,3580.0,b,0,bp_38_2, 4,bp,38,10,pb,VOT
1,368276,368.276,0.828,target,A0168,296,827.7,b,0,pb_19_11, 4,pb,19,11,pb,VOT
1,370109,370.109,0.575,target,A0168,298,574.4,k,0,kp_56_4, 4,kp,56,8,pk,place
1,371693,371.693,0.844,target,A0168,300,843.9,t,1,dt_24_9, 4,dt,24,3,td,VOT
1,373543,373.543,1.011,target,A0168,302,1010.9,p,1,pb_53_5, 4,pb,53,5,pb,VOT
1,375559,375.559,0.736,target,A0168,304,736.2,g,0,kg_66_10, 4,kg,66,10,kg,VOT
1,377309,377.309,0.726,target,A0168,306,726.2,t,0,tp_44_4, 4,tp,44,8,pt,place
1,379042,379.042,0.712,target,A0168,308,712.0,t,1,tk_14_8, 4,tk,14,8,tk,place
1,380759,380.759,0.704,target,A0168,310,704.4,p,1,kp_13_9, 4,kp,13,3,pk,place
1,382476,382.476,0.836,target,A0168,312,836.7,d,0,td_3_8, 4,td,3,8,td,VOT
1,384326,384.326,0.529,target,A0168,314,529.6,t,1,td_12_9, 4,td,12,9,td,VOT
1,385859,385.859,1.604,target,A0168,316,1604.4,p,1,tp_52_11, 4,tp,52,1,pt,place
1,388475,388.475,1.522,target,A0168,318,1521.7,p,1,pk_47_8, 4,pk,47,8,pk,place
1,391009,391.009,1.197,target,A0168,320,1197.3,p,1,pb_29_6, 4,pb,29,6,pb,VOT
1,393208,393.208,0.709,target,A0168,322,708.4,d,0,dt_23_4, 4,dt,23,8,td,VOT
1,394925,394.925,1.764,target,A0168,324,1763.7,g,0,gk_51_6, 4,gk,51,6,kg,VOT
1,397692,397.692,0.886,target,A0168,326,886.1,b,0,bp_29_1, 4,bp,29,11,pb,VOT
1,399592,399.592,0.601,target,A0168,328,600.8,p,1,bp_63_6, 4,bp,63,6,pb,VOT
1,409541,409.541,0.691,target,A0168,331,691.0,t,0,pt_44_11, 5,pt,44,11,pt,place
1,411241,411.241,0.738,target,A0168,333,738.1,t,0,tp_52_1, 5,tp,52,11,pt,place
1,412991,412.991,0.501,target,A0168,335,501.0,t,0,tp_70_3, 5,tp,70,9,pt,place
1,414508,414.508,0.737,target,A0168,337,737.2,k,0,kp_6_8, 5,kp,6,4,pk,place
1,416258,416.258,0.608,target,A0168,339,608.4,k,0,kp_22_11, 5,kp,22,1,pk,place
1,417874,417.874,0.753,target,A0168,341,752.7,p,1,pb_53_6, 5,pb,53,6,pb,VOT
1,419641,419.641,0.791,target,A0168,343,791.0,g,0,kg_11_11, 5,kg,11,11,kg,VOT
1,421441,421.441,0.668,target,A0168,345,667.9,b,0,bp_29_2, 5,bp,29,10,pb,VOT
1,423124,423.124,1.014,target,A0168,347,1013.7,t,1,kt_15_9, 5,kt,15,3,tk,place
1,425141,425.141,0.712,target,A0168,349,711.9,k,0,pk_69_9, 5,pk,69,9,pk,place
1,426857,426.857,0.682,target,A0168,351,681.4,k,0,kp_45_5, 5,kp,45,7,pk,place
1,428540,428.54,0.741,target,A0168,353,741.0,d,0,dt_58_4, 5,dt,58,8,td,VOT
1,430290,430.29,1.341,target,A0168,355,1340.8,b,0,bp_53_1, 5,bp,53,11,pb,VOT
1,432640,432.64,0.719,target,A0168,357,719.1,k,0,kp_56_5, 5,kp,56,7,pk,place
1,434374,434.374,0.725,target,A0168,359,725.7,g,0,kg_66_11, 5,kg,66,11,kg,VOT
1,436107,436.107,0.891,target,A0168,361,891.3,t,1,tk_26_3, 5,tk,26,3,tk,place
1,438007,438.007,1.25,target,A0168,363,1250.4,t,1,dt_59_9, 5,dt,59,3,td,VOT
1,440273,440.273,0.555,target,A0168,365,554.7,t,1,kt_26_9, 5,kt,26,3,tk,place
1,441840,441.84,1.588,target,A0168,367,1587.9,k,1,kg_27_3, 5,kg,27,3,kg,VOT
1,444440,444.44,0.705,target,A0168,369,704.8,p,1,pk_64_6, 5,pk,64,6,pk,place
1,446156,446.156,1.265,target,A0168,371,1264.3,t,0,tp_68_4, 5,tp,68,8,pt,place
1,448423,448.423,1.024,target,A0168,373,1023.6,t,1,kt_50_8, 5,kt,50,4,tk,place
1,450456,450.456,3.273,target,A0168,375,3273.2,p,1,kp_4_9, 5,kp,4,3,pk,place
1,454740,454.74,0.825,target,A0168,377,826.0,p,1,bp_37_9, 5,bp,37,3,pb,VOT
1,456573,456.573,1.164,target,A0168,379,1164.7,g,0,gk_61_2, 5,gk,61,10,kg,VOT
1,458739,458.739,0.676,target,A0168,381,675.9,t,0,tp_42_6, 5,tp,42,6,pt,place
1,460423,460.423,0.849,target,A0168,383,849.7,p,1,pb_37_3, 5,pb,37,3,pb,VOT
1,462289,462.289,0.695,target,A0168,385,694.9,k,0,kt_40_2, 5,kt,40,10,tk,place
1,463989,463.989,2.773,target,A0168,387,2773.0,k,1,gk_18_7, 5,gk,18,5,kg,VOT
1,467772,467.772,0.942,target,A0168,389,941.6,k,0,pk_10_11, 5,pk,10,11,pk,place
1,469722,469.722,1.781,target,A0168,391,1780.7,k,0,pk_49_8, 5,pk,49,8,pk,place
1,472505,472.505,0.68,target,A0168,393,679.4,t,0,tp_39_2, 5,tp,39,10,pt,place
1,474189,474.189,1.23,target,A0168,395,1229.9,b,0,pb_36_9, 5,pb,36,9,pb,VOT
1,476422,476.422,1.54,target,A0168,397,1539.6,k,1,kg_51_2, 5,kg,51,2,kg,VOT
1,478972,478.972,1.109,target,A0168,399,1109.7,k,0,kt_67_5, 5,kt,67,7,tk,place
1,481088,481.088,0.786,target,A0168,401,785.8,p,1,pb_19_1, 5,pb,19,1,pb,VOT
1,482888,482.888,0.759,target,A0168,403,759.1,k,0,pk_45_10, 5,pk,45,10,pk,place
1,484655,484.655,1.354,target,A0168,405,1354.3,b,0,pb_16_8, 5,pb,16,8,pb,VOT
1,487022,487.022,1.022,target,A0168,407,1022.7,p,1,tp_1_10, 5,tp,1,2,pt,place
1,489055,489.055,1.066,target,A0168,409,1066.2,b,0,pb_54_11, 5,pb,54,11,pb,VOT
1,491138,491.138,0.947,target,A0168,411,947.1,t,1,td_59_3, 5,td,59,3,td,VOT
1,493088,493.088,1.099,target,A0168,413,1098.9,t,1,kt_30_7, 5,kt,30,5,tk,place
1,495205,495.205,4.11,target,A0168,415,4110.3,t,1,tk_40_7, 5,tk,40,7,tk,place
